Date,Open,High,Low,Close,Adj Close,Volume
2017-07-26,41.919998,42.482498,41.462502,41.814999,41.350830,64040400
2017-07-27,42.067501,42.185001,39.389999,40.435001,39.986156,78285600
2017-07-28,40.072498,41.345001,39.820000,41.097500,40.641308,51334800
2017-07-31,41.235001,41.599998,40.154999,40.627499,40.176525,55967200
2017-08-01,40.532501,41.139999,40.250000,41.122501,40.666023,43138400
2017-08-02,41.437500,41.477501,40.317501,41.097500,40.641308,47844400
2017-08-03,41.092499,41.657501,40.919998,41.619999,41.158012,44242000
2017-08-04,41.849998,42.517502,41.619999,41.802502,41.338493,58909600
2017-08-07,42.097500,43.092499,42.000000,43.087502,42.609230,71741200
2017-08-08,43.472500,43.639999,42.177502,42.575001,42.102409,75533600
2017-08-09,42.107498,43.052502,41.917500,43.027500,42.549892,53078400
2017-08-10,43.040001,43.165001,41.082500,41.185001,40.727837,132808800
2017-08-11,39.285000,39.750000,38.227501,38.990002,38.557205,149719600
2017-08-14,39.917500,42.137501,39.799999,42.099998,41.632679,127902000
2017-08-15,42.152500,42.417500,41.397499,41.744999,41.281612,76453200
2017-08-16,41.897499,42.134998,40.959999,41.287498,40.829205,59663200
2017-08-17,41.202499,41.375000,40.345001,40.367500,39.919415,52544400
2017-08-18,40.917500,41.090000,39.910000,40.375000,39.926819,60120400
2017-08-21,40.622501,40.737499,39.342499,39.787498,39.345852,62367200
2017-08-22,40.122501,40.697498,39.927502,40.637501,40.221798,45045600
2017-08-23,40.299999,41.562500,40.212502,41.450001,41.025974,57952000
2017-08-24,41.775002,41.820000,41.029999,41.297501,40.875050,46970000
2017-08-25,41.542500,41.645000,40.887501,40.952499,40.533577,35720000
2017-08-28,41.145000,41.275002,40.582500,41.242500,40.820602,38949600
2017-08-29,40.647499,41.395000,40.564999,41.174999,40.753788,32409600
2017-08-30,41.375000,41.532501,41.067501,41.419998,40.996288,38440000
2017-08-31,41.625000,42.400002,41.549999,42.360001,41.926682,61268400
2017-09-01,42.487499,42.974998,42.400002,42.615002,42.179073,44543200
2017-09-05,42.095001,42.145000,40.889999,41.477501,41.053207,69536400
2017-09-06,41.810001,41.950001,41.099998,41.452499,41.028469,39767200
2017-09-07,41.622501,41.972500,41.237499,41.645000,41.218998,35286800
2017-09-08,41.527500,41.677502,40.677502,40.922501,40.503876,49885600
2017-09-11,41.384998,42.357498,41.330002,42.250000,41.817787,56744400
2017-09-12,42.500000,42.500000,41.742500,42.402500,41.968735,41148800
2017-09-13,42.147499,42.884998,41.820000,42.592499,42.156799,58096000
2017-09-14,42.197498,43.139999,41.950001,42.349998,41.916779,51371200
2017-09-15,43.215000,45.027500,43.162498,45.027500,44.566891,136479200
2017-09-18,46.285000,47.799999,46.215000,46.887501,46.407856,168446000
2017-09-19,46.377499,47.462502,46.154999,46.837502,46.358364,87428000
2017-09-20,46.875000,47.355000,46.052502,46.459999,45.984730,72492000
2017-09-21,45.410000,45.674999,44.402500,45.189999,44.727726,107560000
2017-09-22,45.075001,45.577499,44.650002,44.750000,44.292225,49123200
2017-09-25,44.437500,44.450001,42.540001,42.750000,42.312683,87458000
2017-09-26,44.112499,44.669998,42.587502,42.990002,42.550228,112562000
2017-09-27,43.904999,44.067501,43.187500,43.932499,43.483089,71372000
2017-09-28,44.005001,44.044998,43.439999,43.919998,43.470718,43524400
2017-09-29,44.770000,44.932499,44.312500,44.692501,44.235313,61909200
2017-10-02,45.200001,45.494999,44.250000,44.750000,44.292225,50348000
2017-10-03,44.812500,45.145000,44.395000,44.842499,44.383774,39033200
2017-10-04,44.904999,45.442501,44.535000,45.217499,44.754948,42784800
2017-10-05,45.465000,45.500000,44.889999,45.192501,44.730198,43736400
2017-10-06,44.912498,45.459999,44.750000,45.325001,44.861343,31880000
2017-10-09,45.697498,46.682499,45.507500,46.347500,45.873379,56349200
2017-10-10,47.857498,48.237499,46.814999,47.232498,46.749329,97487600
2017-10-11,47.400002,47.750000,46.935001,47.735001,47.246696,52950800
2017-10-12,47.770000,48.272499,47.482498,47.757500,47.268955,52829200
2017-10-13,48.387501,48.750000,47.912498,48.647499,48.149857,62872800
2017-10-16,48.950001,49.512501,48.310001,49.482498,48.976318,57664000
2017-10-17,49.272499,49.724998,49.087502,49.437500,48.931774,47859600
2017-10-18,49.527500,49.535000,48.330002,49.395000,48.889713,56731600
2017-10-19,48.610001,49.500000,48.112499,49.450001,48.944145,57077200
2017-10-20,49.622501,49.897499,49.134998,49.224998,48.721443,45162000
2017-10-23,49.445000,49.712502,48.950001,49.154999,48.652161,42869600
2017-10-24,49.247501,49.687500,48.985001,49.669998,49.161896,40724400
2017-10-25,49.270000,49.805000,47.792500,48.415001,47.919739,82816000
2017-10-26,48.695000,49.040001,48.452499,48.922501,48.422035,32274400
2017-10-27,49.450001,50.467499,49.187500,50.465000,49.948761,57219200
2017-10-30,50.465000,51.522499,50.305000,50.959999,50.438694,50405600
2017-10-31,51.282501,51.972500,51.224998,51.702499,51.173607,41190800
2017-11-01,52.337502,52.492500,51.150002,51.799999,51.270107,50257600
2017-11-02,51.500000,51.952499,50.912498,51.485001,50.958328,34230800
2017-11-03,51.799999,52.172501,51.334999,52.172501,51.638798,35364000
2017-11-06,51.799999,52.494999,51.674999,52.407501,51.871384,38994400
2017-11-07,52.637501,53.224998,52.514999,53.007500,52.465263,42770000
2017-11-08,52.962502,53.000000,51.810001,52.290001,51.755104,52298800
2017-11-09,51.317501,51.582500,50.092499,51.330002,50.804913,97856400
2017-11-10,53.270000,54.667500,52.907501,54.035000,53.482243,125325600
2017-11-13,54.035000,54.292500,53.002499,53.157501,52.613712,58237600
2017-11-14,53.250000,53.700001,52.807499,53.544998,52.997253,52929200
2017-11-15,52.987499,53.000000,51.950001,52.494999,51.957993,50194800
2017-11-16,53.244999,53.549999,52.812500,52.902500,52.361324,44176800
2017-11-17,53.480000,53.837502,52.687500,52.840000,52.299473,51566400
2017-11-20,52.997501,53.642502,52.625000,53.520000,52.972507,39610000
2017-11-21,53.922501,54.130001,53.599998,54.012501,53.459972,39917600
2017-11-22,54.250000,54.250000,53.402500,53.732498,53.219788,35664000
2017-11-24,53.897499,54.250000,53.650002,54.240002,53.722446,18075200
2017-11-27,54.327499,54.340000,53.502499,53.535000,53.024178,42289600
2017-11-28,53.587502,53.682499,52.060001,52.677502,52.174858,51275200
2017-11-29,52.502499,52.529999,47.807499,49.105000,48.636444,139678800
2017-11-30,49.799999,50.669998,49.162498,50.177502,49.698715,82376800
2017-12-01,49.827499,50.032501,48.117500,49.419998,48.948433,81154800
2017-12-04,50.012501,50.075001,46.125000,46.665001,46.219723,124084400
2017-12-05,45.599998,48.174999,45.145000,46.935001,46.487148,98148800
2017-12-06,46.424999,47.535000,46.209999,47.314999,46.863537,46703200
2017-12-07,47.990002,48.400002,47.529999,47.997501,47.539509,54260000
2017-12-08,48.502499,48.695000,47.787498,47.872501,47.415707,46687600
2017-12-11,48.014999,48.695000,47.855000,48.665001,48.200630,37274800
2017-12-12,48.224998,48.459999,47.472500,47.709999,47.254753,45501600
2017-12-13,48.125000,48.137501,46.470001,46.544998,46.100864,55428000
2017-12-14,46.480000,47.334999,46.150002,46.617500,46.172676,43816400
2017-12-15,47.062500,48.095001,46.404999,47.889999,47.433041,67003600
2017-12-18,48.299999,49.505001,48.000000,49.474998,49.002918,47770400
2017-12-19,49.380001,49.432499,48.740002,49.027500,48.559685,37310000
2017-12-20,49.424999,49.517502,48.637501,49.200001,48.730534,28882000
2017-12-21,49.235001,49.487499,48.887501,48.972500,48.505211,30090400
2017-12-22,48.599998,48.912498,47.812500,48.817501,48.351696,46627600
2017-12-26,48.257500,49.437500,47.955002,49.360001,48.889015,35508000
2017-12-27,49.224998,49.992500,49.077499,49.292500,48.822155,32948800
2017-12-28,49.532501,49.845001,49.287498,49.349998,48.879101,24024800
2017-12-29,49.615002,49.615002,48.375000,48.375000,47.913410,27996400
2018-01-02,48.945000,49.875000,48.625000,49.837502,49.361954,35561600
2018-01-03,51.025002,53.424999,50.937500,53.117500,52.610653,91470400
2018-01-04,53.939999,54.512501,53.172501,53.397499,52.887989,58326800
2018-01-05,53.547501,54.227501,52.770000,53.849998,53.336174,58012400
2018-01-08,55.099998,56.250000,54.645000,55.500000,54.970417,88121600
2018-01-09,55.555000,55.955002,54.660000,55.485001,54.955563,49700000
2018-01-10,54.549999,55.955002,54.000000,55.919998,55.386417,58266400
2018-01-11,56.250000,56.567501,55.802502,56.020000,55.485462,40603200
2018-01-12,55.900002,56.247501,55.334999,55.744999,55.213085,35991600
2018-01-16,56.012501,56.877499,54.172501,55.027500,54.502426,70234800
2018-01-17,55.174999,56.279999,54.224998,56.180000,55.643936,53840800
2018-01-18,55.985001,56.660000,55.669998,56.110001,55.574600,40863200
2018-01-19,57.022499,57.772499,56.750000,57.527500,56.978573,60938000
2018-01-22,57.607498,58.439999,57.025002,58.422501,57.865040,55094400
2018-01-23,58.962502,59.957500,58.775002,59.727501,59.157593,47522800
2018-01-24,59.759998,60.122501,58.387501,58.950001,58.387505,57997200
2018-01-25,59.500000,59.937500,58.937500,59.087502,58.523697,40988400
2018-01-26,59.529999,60.834999,59.400002,60.832500,60.252048,51635600
2018-01-29,60.685001,62.027500,60.152500,61.712502,61.123646,45511600
2018-01-30,60.277500,61.605000,59.602501,60.680000,60.100998,57083200
2018-01-31,61.442501,62.317501,61.112499,61.450001,60.863647,47857600
2018-02-01,59.630001,61.724998,59.514999,60.125000,59.551292,51922400
2018-02-02,59.250000,59.492500,57.792500,58.380001,57.822941,71846400
2018-02-05,56.750000,58.307499,51.250000,53.424999,52.915222,116520400
2018-02-06,51.099998,56.424999,51.000000,56.395000,55.856880,111480000
2018-02-07,57.395000,58.742500,56.674999,57.200001,56.654205,80293200
2018-02-08,58.470001,58.805000,54.377499,54.380001,53.861103,114400000
2018-02-09,59.562500,59.722500,54.380001,58.020000,57.466373,167460400
2018-02-12,58.840000,58.869999,56.257500,57.007500,56.463535,109317200
2018-02-13,56.639999,58.625000,56.312500,58.157501,57.602570,62552400
2018-02-14,57.750000,60.647499,57.637501,60.355000,59.779099,74498800
2018-02-15,61.197498,62.092499,60.380001,61.625000,61.036980,69890000
2018-02-16,61.349998,62.500000,60.867500,60.959999,60.378323,63765600
2018-02-20,61.187500,62.967499,61.150002,62.270000,61.675827,68624000
2018-02-21,62.922501,62.992500,60.340000,60.377499,59.801392,89229200
2018-02-22,60.682499,61.407501,59.875000,60.537498,59.997116,53436400
2018-02-23,61.142502,61.482498,60.630001,61.482498,60.933674,41530000
2018-02-26,61.950001,61.994999,61.014999,61.645000,61.094730,46931200
2018-02-27,61.375000,62.227501,61.282501,61.514999,60.965893,45543600
2018-02-28,61.625000,62.025002,60.382500,60.500000,59.959957,52311600
2018-03-01,60.477501,61.022499,57.029999,58.052502,57.534306,104012000
2018-03-02,56.965000,59.200001,55.462502,59.134998,58.607136,91342800
2018-03-05,58.627499,59.312500,57.380001,58.912498,58.386627,62077600
2018-03-06,59.775002,60.735001,59.340000,60.540001,59.999607,63680800
2018-03-07,59.500000,60.987499,59.487499,60.459999,59.920303,58120800
2018-03-08,60.737499,60.737499,59.847500,60.294998,59.756783,41191200
2018-03-09,60.775002,61.462502,60.612499,61.332500,60.785027,50552400
2018-03-12,61.750000,63.250000,61.667500,62.439999,61.882633,60506000
2018-03-13,62.872501,63.625000,61.509998,61.927502,61.374706,61977200
2018-03-14,62.362499,62.637501,61.555000,62.185001,61.629921,50549600
2018-03-15,62.322498,63.154999,61.910000,62.334999,61.778572,40195200
2018-03-16,62.500000,62.812500,62.119999,62.619999,62.061028,39945600
2018-03-19,62.044998,62.337502,59.250000,60.250000,59.712189,71377200
2018-03-20,60.279999,62.787498,60.279999,62.395000,61.838032,55469600
2018-03-21,62.330002,63.000000,61.832500,62.139999,61.585312,43868800
2018-03-22,61.500000,61.970001,60.084999,60.462502,59.922791,55119600
2018-03-23,60.599998,60.625000,58.130001,58.242500,57.722610,73562000
2018-03-26,59.500000,61.132500,58.974998,61.119999,60.574417,61142400
2018-03-27,61.937500,62.500000,54.962502,56.380001,55.876728,140900000
2018-03-28,56.032501,57.347500,54.250000,55.337502,54.843533,94590400
2018-03-29,56.027500,58.875000,55.174999,57.897499,57.380688,91662800
2018-04-02,57.185001,58.662498,54.375000,55.262501,54.769207,92209200
2018-04-03,56.950001,57.587502,55.337502,56.337502,55.834602,66743200
2018-04-04,53.752499,56.665001,53.500000,56.560001,56.055126,78916800
2018-04-05,57.150002,57.282501,54.622501,55.345001,54.850967,70124000
2018-04-06,54.307499,55.400002,53.267502,53.562500,53.084381,66298800
2018-04-09,54.200001,55.492500,53.650002,53.852501,53.371788,49952400
2018-04-10,56.180000,57.250000,55.602501,56.977501,56.468899,76167600
2018-04-11,56.827499,57.244999,56.230000,56.560001,56.055126,46024400
2018-04-12,57.500000,58.830002,57.052502,58.650002,58.126476,59392000
2018-04-13,59.292500,59.377499,57.387501,57.875000,57.358383,50303600
2018-04-16,57.942501,58.209999,56.919998,57.872501,57.355915,35079200
2018-04-17,58.400002,59.599998,57.837502,59.384998,58.854912,44722400
2018-04-18,58.875000,59.812500,58.192501,59.092499,58.565018,39136400
2018-04-19,57.937500,58.275002,56.700001,57.259998,56.748871,47199600
2018-04-20,57.172501,58.025002,56.862499,57.177502,56.667107,38620000
2018-04-23,57.357498,57.875000,55.707500,55.970001,55.470390,42750800
2018-04-24,56.230000,57.200001,54.639999,55.299999,54.806362,41459600
2018-04-25,55.000000,55.395000,52.575001,54.165001,53.681496,58849200
2018-04-26,55.799999,56.387501,55.132500,56.305000,55.802395,37582400
2018-04-27,57.375000,57.575001,56.154999,56.582500,56.077419,40084800
2018-04-30,56.747501,57.250000,56.029999,56.224998,55.723122,32784400
2018-05-01,56.142502,56.812500,55.549999,56.785000,56.278114,25378800
2018-05-02,56.750000,57.200001,56.312500,56.577499,56.072468,26824800
2018-05-03,56.900002,58.512501,56.442501,58.247501,57.727558,44314400
2018-05-04,57.957500,59.797501,57.782501,59.764999,59.231510,40066000
2018-05-07,60.822498,62.747501,60.722500,62.169998,61.615044,68761600
2018-05-08,62.172501,62.627499,61.677502,62.599998,62.041214,50661600
2018-05-09,62.802502,63.967499,62.527500,63.945000,63.374199,59676000
2018-05-10,64.480003,65.125000,64.300003,65.032501,64.452003,99408000
2018-05-11,63.195000,64.947502,62.634998,63.632500,63.064495,121445600
2018-05-14,64.017502,64.622498,63.599998,63.840000,63.270134,52314000
2018-05-15,63.197498,63.224998,60.375000,61.389999,60.842010,96352800
2018-05-16,61.000000,62.130001,60.627499,61.502499,60.953495,55382800
2018-05-17,61.520000,62.875000,61.357498,61.927502,61.374706,51978400
2018-05-18,62.452499,63.092499,61.435001,61.485001,60.936165,48371600
2018-05-21,62.470001,62.507500,60.122501,61.060001,60.514954,64062400
2018-05-22,61.195000,61.450001,60.062500,60.674999,60.133389,51826400
2018-05-23,60.070000,61.897499,60.062500,61.884998,61.370522,44295600
2018-05-24,61.847500,62.349998,61.310001,61.922501,61.407703,43737200
2018-05-25,62.049999,62.485001,61.689999,62.320000,61.801903,29211200
2018-05-29,62.137501,62.834999,61.674999,62.147499,61.630836,35268400
2018-05-30,62.487499,63.334999,62.237499,63.247501,62.721699,39099600
2018-05-31,62.924999,63.799999,62.817501,63.047501,62.523357,49386800
2018-06-01,63.500000,64.467499,63.412498,64.404999,63.869556,42196800
2018-06-04,64.750000,66.434998,64.425003,66.212502,65.662048,64202400
2018-06-05,66.245003,66.647499,65.792503,66.267502,65.716583,39171200
2018-06-06,65.357498,66.320000,65.192497,66.287498,65.736404,37135600
2018-06-07,66.250000,66.370003,64.812500,65.724998,65.178596,36944800
2018-06-08,64.989998,66.000000,64.800003,65.570000,65.024879,36045600
2018-06-11,65.442497,65.862503,65.025002,65.154999,64.613335,26537200
2018-06-12,65.422501,65.767502,64.915001,65.644997,65.099243,31916000
2018-06-13,65.660004,66.417503,65.507500,65.599998,65.054619,33820800
2018-06-14,66.055000,67.300003,65.904999,66.727501,66.172752,43001600
2018-06-15,66.150002,66.870003,65.837502,66.315002,65.763687,43226000
2018-06-18,65.870003,66.449997,65.595001,66.272499,65.721542,35626800
2018-06-19,65.230003,65.910004,63.755001,65.042503,64.501785,59493200
2018-06-20,65.457497,66.112503,65.070000,65.577499,65.032318,36978000
2018-06-21,65.900002,66.084999,64.199997,64.277496,63.743130,35951600
2018-06-22,64.487503,64.622498,62.582500,62.737499,62.215939,43416000
2018-06-25,61.662498,61.700001,58.884998,59.779999,59.283020,66581600
2018-06-26,60.924999,61.412498,59.977501,60.497501,59.994553,47888400
2018-06-27,60.937500,61.607498,58.875000,58.930000,58.440090,45389200
2018-06-28,58.830002,60.334999,58.752499,60.215000,59.714405,33801200
2018-06-29,60.872501,61.000000,59.212502,59.224998,58.732635,39230000
2018-07-02,58.522499,60.597500,58.314999,60.560001,60.056530,35757200
2018-07-03,60.910000,60.970001,59.125000,59.209999,58.717758,22273200
2018-07-05,59.767502,60.732498,59.375000,60.682499,60.178017,30621600
2018-07-06,60.435001,61.917500,60.220001,61.832500,61.318455,29635200
2018-07-09,62.582500,62.680000,61.517502,62.312500,61.794464,30388000
2018-07-10,62.437500,63.535000,62.029999,63.312500,62.786152,36001600
2018-07-11,62.375000,62.724998,61.775002,61.882500,61.368046,36750800
2018-07-12,62.340000,63.292500,62.240002,62.807499,62.285355,34550800
2018-07-13,62.994999,62.994999,61.904999,62.330002,61.811821,24698800
2018-07-16,62.049999,62.584999,61.924999,62.049999,61.534149,19703600
2018-07-17,61.552502,63.575001,61.294998,63.422501,62.895237,36213600
2018-07-18,63.347500,63.487499,62.410000,62.924999,62.401871,27764000
2018-07-19,62.735001,63.347500,62.582500,63.007500,62.483685,23575200
2018-07-20,62.982498,63.375000,62.612499,62.722500,62.201057,22235200
2018-07-23,62.455002,62.472500,60.820000,62.352501,61.834145,30158400
2018-07-24,62.837502,63.712502,62.000000,62.177502,61.660591,35462000
2018-07-25,62.272499,63.095001,61.687500,62.967499,62.444023,31911200
2018-07-26,62.764999,64.082497,62.595001,63.709999,63.180340,32512400
2018-07-27,64.080002,64.150002,62.459999,63.005001,62.481213,29542000
2018-07-30,63.147499,63.207500,60.680000,61.032501,60.525101,34034000
2018-07-31,60.927502,61.970001,60.535000,61.215000,60.706081,28398800
2018-08-01,61.532501,62.090000,60.972500,61.617500,61.105236,28355600
2018-08-02,60.897499,62.695000,60.302502,62.654999,62.134117,26966800
2018-08-03,62.902500,63.264999,62.732498,63.025002,62.501049,21428800
2018-08-06,62.897499,63.542500,62.427502,63.507500,62.979530,20750800
2018-08-07,64.000000,64.425003,63.730000,64.237503,63.703468,25813200
2018-08-08,64.250000,65.059998,63.897499,64.605003,64.067917,26210000
2018-08-09,64.785004,64.812500,64.037498,64.114998,63.581970,20428000
2018-08-10,63.287498,64.025002,63.174999,63.697498,63.167953,25639600
2018-08-13,63.785000,65.250000,63.767502,64.029999,63.497684,37520800
2018-08-14,65.095001,65.500000,64.254997,65.357498,64.814156,46622000
2018-08-15,65.567497,65.910004,63.974998,64.769997,64.231522,59113600
2018-08-16,65.474998,65.500000,63.752499,64.360001,63.824951,80126000
2018-08-17,63.235001,63.242500,60.932499,61.205002,60.696175,114318800
2018-08-20,60.794998,63.299999,59.680000,61.959999,61.444897,85438800
2018-08-21,62.125000,63.375000,61.924999,63.330002,62.803505,67398800
2018-08-22,63.000000,65.754997,62.965000,65.705002,65.158768,74985600
2018-08-23,65.315002,67.370003,65.175003,66.709999,66.155411,72068400
2018-08-24,66.794998,68.202499,66.750000,68.055000,67.489235,53151200
2018-08-27,68.355003,69.724998,68.037498,68.974998,68.401573,50577600
2018-08-28,68.915001,69.144997,67.382500,68.595001,68.024750,47538400
2018-08-29,68.480003,69.875000,68.269997,69.622498,69.081467,42010800
2018-08-30,69.307503,70.430000,69.080002,69.452499,68.912781,34660800
2018-08-31,69.250000,70.300003,69.150002,70.169998,69.624710,30659200
2018-09-04,70.037498,71.305000,69.750000,70.925003,70.373848,39172000
2018-09-05,70.747498,71.105003,68.787498,69.605003,69.064087,39315600
2018-09-06,69.440002,69.464996,67.847504,68.180000,67.650162,32279600
2018-09-07,67.250000,69.232498,66.797501,67.964996,67.436829,29542000
2018-09-10,68.192497,68.982498,67.750000,68.682503,68.148781,22014000
2018-09-11,68.214996,69.099998,68.004997,68.199997,67.669998,24311200
2018-09-12,67.797501,67.995003,65.480003,67.050003,66.528946,41909200
2018-09-13,67.714996,68.750000,67.540001,67.834999,67.307846,30553600
2018-09-14,68.747498,69.775002,68.375000,69.107498,68.570457,38693600
2018-09-17,68.849998,69.345001,68.287498,68.482498,67.950325,20552800
2018-09-18,68.522499,69.559998,67.687500,67.754997,67.228477,29952000
2018-09-19,67.567497,68.175003,67.062500,67.995003,67.466606,22486000
2018-09-20,66.762497,67.190002,66.025002,66.570000,66.052673,43058400
2018-09-21,66.690002,67.150002,65.527496,65.862503,65.350685,43512800
2018-09-24,65.550003,66.459999,64.669998,66.425003,65.908813,29391200
2018-09-25,67.092499,67.355003,66.227501,67.102501,66.581032,28038800
2018-09-26,67.152496,67.559998,66.570000,66.730003,66.211449,26854800
2018-09-27,67.084999,67.300003,66.532501,66.849998,66.330505,21442800
2018-09-28,68.182503,70.480003,67.900002,70.254997,69.709053,70939600
2018-10-01,71.040001,73.014999,70.650002,72.339996,71.777840,62206000
2018-10-02,72.062500,73.190002,71.394997,71.620003,71.063438,38396400
2018-10-03,72.330002,72.404999,70.632500,71.682503,71.125465,32055200
2018-10-04,71.317497,71.562500,69.044998,69.822502,69.279900,39122000
2018-10-05,69.572502,70.199997,66.885002,67.464996,66.940727,42663600
2018-10-08,66.625000,67.790001,65.019997,66.442497,65.926170,40861200
2018-10-09,66.235001,67.190002,65.699997,66.385002,65.869110,27350000
2018-10-10,65.315002,65.777496,61.400002,61.422501,60.945183,68494000
2018-10-11,60.542500,61.889999,58.564999,58.782501,58.325703,72543600
2018-10-12,61.377499,62.384998,59.912498,61.634998,61.156033,60823600
2018-10-15,61.500000,61.500000,58.834999,58.845001,58.387707,44976000
2018-10-16,59.982498,61.570000,59.485001,61.457500,60.979908,40871200
2018-10-17,62.084999,62.470001,60.270000,60.764999,60.292793,32966800
2018-10-18,61.465000,61.852501,59.272499,59.882500,59.417156,52402000
2018-10-19,60.439999,60.637501,56.924999,57.292500,56.847279,61360800
2018-10-22,57.820000,58.830002,56.767502,57.805000,57.355797,36884400
2018-10-23,55.107498,56.047501,54.177502,55.264999,54.835529,62643600
2018-10-24,54.877499,55.347500,49.712502,49.852501,49.465092,88428800
2018-10-25,48.867500,52.437500,48.419998,51.959999,51.556213,95172000
2018-10-26,49.577499,51.209999,48.279999,49.572498,49.187263,66478400
2018-10-29,50.997501,51.032501,44.002499,46.404999,46.044395,75801600
2018-10-30,46.637501,50.849998,46.404999,50.750000,50.355614,80719200
2018-10-31,52.412498,53.147499,51.002499,52.707500,52.297905,74577200
2018-11-01,53.075001,54.622501,51.797501,54.527500,54.103771,56652800
2018-11-02,54.432499,55.500000,52.552502,53.730000,53.312458,45296000
2018-11-05,53.597500,53.832500,51.320000,52.942501,52.531086,37933200
2018-11-06,52.862499,53.712502,52.389999,52.764999,52.354965,29901200
2018-11-07,53.437500,54.352501,52.794998,53.447498,53.032154,48381200
2018-11-08,52.849998,52.857498,50.957500,51.497501,51.097317,51135200
2018-11-09,50.599998,52.330002,50.259998,51.417500,51.017925,41324000
2018-11-12,50.494999,50.717499,47.165001,47.384998,47.016766,61711600
2018-11-13,48.372501,51.052502,48.310001,49.827499,49.440285,64471200
2018-11-14,51.575001,51.720001,48.207500,49.297501,48.914406,52658000
2018-11-15,49.237499,51.325001,48.875000,50.597500,50.204311,84070800
2018-11-16,40.830002,42.665001,40.402500,41.107498,40.788055,196352000
2018-11-19,40.447498,40.455002,36.157501,36.174999,35.893883,169782000
2018-11-20,33.514999,38.564999,33.327499,37.270000,36.980370,169203200
2018-11-21,38.654999,38.825001,35.902500,36.177502,35.896362,102549600
2018-11-23,35.827499,37.397499,35.697498,36.250000,35.968304,41196800
2018-11-26,37.472500,38.367500,36.639999,38.262501,37.965157,81483200
2018-11-27,38.000000,39.252499,37.637501,38.432499,38.133842,73806000
2018-11-28,39.619999,40.070000,38.282501,40.017502,39.706524,80452400
2018-11-29,40.000000,40.375000,39.035000,39.340000,39.073341,54917200
2018-11-30,39.437500,40.965000,38.930000,40.857498,40.580551,72956400
2018-12-03,43.150002,43.669998,41.834999,42.509998,42.221859,89080400
2018-12-04,42.060001,42.110001,39.125000,39.277500,39.011272,81211200
2018-12-06,37.860001,39.622501,37.702499,39.572498,39.304268,69230800
2018-12-07,39.615002,39.717499,36.404999,36.902500,36.652363,68167600
2018-12-10,36.450001,38.215000,36.412498,37.965000,37.707664,62947200
2018-12-11,38.889999,38.972500,36.250000,37.047501,36.796383,67191200
2018-12-12,37.105000,38.195000,36.205002,37.224998,36.972672,65413600
2018-12-13,37.697498,38.345001,36.860001,37.222500,36.970200,47138400
2018-12-14,36.802502,37.647499,36.375000,36.612499,36.364326,47182000
2018-12-17,36.310001,37.037498,35.310001,35.895000,35.651699,66286800
2018-12-18,36.337502,37.582500,36.062500,36.735001,36.486000,56437200
2018-12-19,36.395000,36.935001,34.107498,34.627499,34.392780,74536400
2018-12-20,34.542500,35.450001,33.172501,33.775002,33.546066,74958800
2018-12-21,34.042500,34.375000,32.115002,32.392502,32.172935,86374000
